release_date,title,overview,popularity,vote_count,vote_average,original_language,genre,poster_url
29-01-2025,Drama Queen 25,"A light-hearted story full of humor, chaos, and fun moments.",176.04,19540,6.6,hi,Comedy,https://example.com/comedy_199.jpg
30-03-2019,The Curse 5,A terrifying experience where dark forces haunt the living.,71.45,7287,6.1,en,Horror,https://example.com/horror_200.jpg
16-05-2022,Galaxy War 45,A futuristic adventure exploring technology and unknown worlds.,125.5,9663,7.2,en,Sci-Fi,https://example.com/sci-fi_201.jpg
02-02-2017,Deadly Secret 35,A suspenseful story packed with twists and intense moments.,28.71,2210,7,ko,Thriller,https://example.com/thriller_202.jpg
13-03-2023,Dark Justice 34,"A gripping tale of crime, investigation, and justice.",148.27,11416,8,en,Crime,https://example.com/crime_203.jpg
11-06-2021,Rapid Fire 23,A fearless hero fights against powerful enemies to save lives.,116.12,9637,7.7,en,Action,https://example.com/action_204.jpg
14-08-2022,Underworld 23,"A gripping tale of crime, investigation, and justice.",128.58,13886,9.1,es,Crime,https://example.com/crime_205.jpg
22-08-2024,Night Terror 49,A terrifying experience where dark forces haunt the living.,172.56,12596,5.9,en,Horror,https://example.com/horror_206.jpg
08-09-2024,Laugh Riot 23,"A light-hearted story full of humor, chaos, and fun moments.",167.65,20118,6.1,en,Comedy,https://example.com/comedy_207.jpg
16-11-2016,Mind Trap 2,A suspenseful story packed with twists and intense moments.,29.09,2763,8.6,ko,Thriller,https://example.com/thriller_208.jpg
10-02-2026,Deadly Secret 47,A suspenseful story packed with twists and intense moments.,194.84,21627,8.3,en,Thriller,https://example.com/thriller_209.jpg
25-07-2023,Broken Lives 26,"An emotional journey of relationships, struggles, and life lessons.",154.86,12079,7.4,en,Drama,https://example.com/drama_210.jpg
28-08-2019,War Zone 42,A fearless hero fights against powerful enemies to save lives.,79.51,9461,6.5,hi,Action,https://example.com/action_211.jpg
02-06-2025,Eternal ??? 12,A heartfelt love story filled with emotions and connections.,186.8,21482,6.5,hi,Romance,https://example.com/romance_212.jpg
22-02-2024,Deadly Secret 33,A suspenseful story packed with twists and intense moments.,159.71,18366,7.2,en,Thriller,https://example.com/thriller_213.jpg
16-02-2017,Time Loop 31,A futuristic adventure exploring technology and unknown worlds.,34.75,3162,7.2,en,Sci-Fi,https://example.com/sci-fi_214.jpg
19-11-2017,Drama Queen 26,"A light-hearted story full of humor, chaos, and fun moments.",50.02,2501,6.9,hi,Comedy,https://example.com/comedy_215.jpg
13-06-2023,Hidden Truth 37,A suspenseful story packed with twists and intense moments.,148.44,10539,7,ko,Thriller,https://example.com/thriller_216.jpg
20-10-2024,Shadow Strike 10,A fearless hero fights against powerful enemies to save lives.,171.77,15631,7,en,Action,https://example.com/action_217.jpg
15-12-2018,The Chase 39,A suspenseful story packed with twists and intense moments.,63.08,4352,7.5,en,Thriller,https://example.com/thriller_218.jpg
25-12-2024,Hidden Truth 36,A suspenseful story packed with twists and intense moments.,179.5,12924,8.6,en,Thriller,https://example.com/thriller_219.jpg
20-07-2020,Deadly Secret 44,A suspenseful story packed with twists and intense moments.,90.61,7883,8.6,en,Thriller,https://example.com/thriller_220.jpg
03-03-2023,The Heist 34,"A gripping tale of crime, investigation, and justice.",144.7,8537,9.1,en,Crime,https://example.com/crime_221.jpg
11-12-2021,Rapid Fire 31,A fearless hero fights against powerful enemies to save lives.,121.59,10456,6.1,en,Action,https://example.com/action_222.jpg
16-04-2020,Ishq Story 43,A heartfelt love story filled with emotions and connections.,92.77,7885,7.9,en,Romance,https://example.com/romance_223.jpg
27-04-2016,Underworld 31,"A gripping tale of crime, investigation, and justice.",13.63,845,7.4,en,Crime,https://example.com/crime_224.jpg
12-02-2022,Love Forever 3,A heartfelt love story filled with emotions and connections.,122.6,10175,6.7,es,Romance,https://example.com/romance_225.jpg
26-06-2017,City Crime 27,"A gripping tale of crime, investigation, and justice.",41.99,4618,8.6,es,Crime,https://example.com/crime_226.jpg
01-11-2024,Dark Woods 47,A terrifying experience where dark forces haunt the living.,176.65,10069,7.4,en,Horror,https://example.com/horror_227.jpg
10-08-2023,Shadow Strike 40,A fearless hero fights against powerful enemies to save lives.,146.97,11022,7.1,en,Action,https://example.com/action_228.jpg
19-04-2019,Dark Justice 29,"A gripping tale of crime, investigation, and justice.",72.16,8370,9.2,es,Crime,https://example.com/crime_229.jpg
14-09-2017,Night Terror 45,A terrifying experience where dark forces haunt the living.,44.58,2496,7.6,ko,Horror,https://example.com/horror_230.jpg
02-04-2020,The Heist 7,"A gripping tale of crime, investigation, and justice.",90.7,5532,7.9,en,Crime,https://example.com/crime_231.jpg
22-03-2024,Fun Unlimited 43,"A light-hearted story full of humor, chaos, and fun moments.",158.05,9799,5.6,hi,Comedy,https://example.com/comedy_232.jpg
23-06-2016,Rapid Fire 6,A fearless hero fights against powerful enemies to save lives.,24.94,1521,7.9,en,Action,https://example.com/action_233.jpg
30-06-2020,Hidden Truth 24,A suspenseful story packed with twists and intense moments.,98.52,5418,8.4,en,Thriller,https://example.com/thriller_234.jpg
10-03-2019,Laugh Riot 46,"A light-hearted story full of humor, chaos, and fun moments.",70.53,6629,7,en,Comedy,https://example.com/comedy_235.jpg
04-02-2018,Heart Beats 49,A heartfelt love story filled with emotions and connections.,53.79,3819,8.1,en,Romance,https://example.com/romance_236.jpg
24-12-2025,Drama Queen 25,"A light-hearted story full of humor, chaos, and fun moments.",195.67,19762,6,hi,Comedy,https://example.com/comedy_237.jpg
02-03-2025,War Zone 17,A fearless hero fights against powerful enemies to save lives.,177.37,12061,6.5,hi,Action,https://example.com/action_238.jpg
19-08-2022,Night Terror 43,A terrifying experience where dark forces haunt the living.,133.36,15336,6.9,en,Horror,https://example.com/horror_239.jpg
08-04-2026,The Chase 36,A suspenseful story packed with twists and intense moments.,203.89,11825,7.3,en,Thriller,https://example.com/thriller_240.jpg
03-11-2024,Laugh Riot 37,"A light-hearted story full of humor, chaos, and fun moments.",174.88,11017,7.3,en,Comedy,https://example.com/comedy_241.jpg
13-06-2021,Broken Lives 2,"An emotional journey of relationships, struggles, and life lessons.",110.95,12537,7.1,fr,Drama,https://example.com/drama_242.jpg
02-09-2018,Broken Lives 27,"An emotional journey of relationships, struggles, and life lessons.",58.91,3298,7.4,fr,Drama,https://example.com/drama_243.jpg
23-11-2016,Laugh Riot 24,"A light-hearted story full of humor, chaos, and fun moments.",33.28,3993,7,hi,Comedy,https://example.com/comedy_244.jpg
29-01-2025,Dark Woods 8,A terrifying experience where dark forces haunt the living.,181.19,19206,7,ko,Horror,https://example.com/horror_245.jpg
08-06-2017,Haunted Souls 10,A terrifying experience where dark forces haunt the living.,36.18,2496,7.6,en,Horror,https://example.com/horror_246.jpg
15-06-2019,Final Assault 49,A fearless hero fights against powerful enemies to save lives.,75.43,4525,7.3,hi,Action,https://example.com/action_247.jpg
24-10-2017,War Zone 27,A fearless hero fights against powerful enemies to save lives.,40.88,3106,6.2,en,Action,https://example.com/action_248.jpg
07-08-2016,Dark Justice 1,"A gripping tale of crime, investigation, and justice.",27.53,1844,7.6,es,Crime,https://example.com/crime_249.jpg
16-01-2019,Galaxy War 10,A futuristic adventure exploring technology and unknown worlds.,71.85,7687,7.1,ja,Sci-Fi,https://example.com/sci-fi_250.jpg
15-10-2016,The Chase 31,A suspenseful story packed with twists and intense moments.,31.62,3003,7.8,ko,Thriller,https://example.com/thriller_251.jpg
15-06-2016,Broken Lives 8,"An emotional journey of relationships, struggles, and life lessons.",21.72,2215,8,fr,Drama,https://example.com/drama_252.jpg
06-07-2025,Night Terror 14,A terrifying experience where dark forces haunt the living.,190.65,13345,6.8,ko,Horror,https://example.com/horror_253.jpg
14-04-2020,War Zone 45,A fearless hero fights against powerful enemies to save lives.,90.89,8998,6.9,hi,Action,https://example.com/action_254.jpg
18-12-2025,Future Earth 36,A futuristic adventure exploring technology and unknown worlds.,196.29,18254,8.3,ja,Sci-Fi,https://example.com/sci-fi_255.jpg
11-03-2024,Love Forever 36,A heartfelt love story filled with emotions and connections.,165,12540,7.6,en,Romance,https://example.com/romance_256.jpg
04-05-2016,Hidden Truth 4,A suspenseful story packed with twists and intense moments.,22.1,1878,7.8,ko,Thriller,https://example.com/thriller_257.jpg
20-06-2016,Galaxy War 13,A futuristic adventure exploring technology and unknown worlds.,24.69,2740,7.3,en,Sci-Fi,https://example.com/sci-fi_258.jpg
15-01-2019,Fun Unlimited 16,"A light-hearted story full of humor, chaos, and fun moments.",65.66,7879,6.6,en,Comedy,https://example.com/comedy_259.jpg
21-11-2018,Fun Unlimited 50,"A light-hearted story full of humor, chaos, and fun moments.",68.65,4119,6,en,Comedy,https://example.com/comedy_260.jpg
16-06-2017,Galaxy War 22,A futuristic adventure exploring technology and unknown worlds.,36.14,4300,6.5,en,Sci-Fi,https://example.com/sci-fi_261.jpg
01-01-2026,Crazy Days 23,"A light-hearted story full of humor, chaos, and fun moments.",198.72,20666,6.7,en,Comedy,https://example.com/comedy_262.jpg
22-04-2019,Rapid Fire 18,A fearless hero fights against powerful enemies to save lives.,73.96,8653,7.9,hi,Action,https://example.com/action_263.jpg
12-04-2018,Galaxy War 27,A futuristic adventure exploring technology and unknown worlds.,50.46,3178,7.2,ja,Sci-Fi,https://example.com/sci-fi_264.jpg
17-06-2022,Final Assault 27,A fearless hero fights against powerful enemies to save lives.,131.1,12454,7.4,en,Action,https://example.com/action_265.jpg
08-02-2022,Rapid Fire 45,A fearless hero fights against powerful enemies to save lives.,126.55,14932,6.5,hi,Action,https://example.com/action_266.jpg
29-03-2026,Alien Code 7,A futuristic adventure exploring technology and unknown worlds.,201.52,23376,7.4,en,Sci-Fi,https://example.com/sci-fi_267.jpg
26-07-2024,City Crime 32,"A gripping tale of crime, investigation, and justice.",164.21,16092,7.2,es,Crime,https://example.com/crime_268.jpg
25-11-2024,Time Loop 4,A futuristic adventure exploring technology and unknown worlds.,172.52,19149,7.2,ja,Sci-Fi,https://example.com/sci-fi_269.jpg
04-08-2025,Eternal ??? 13,A heartfelt love story filled with emotions and connections.,188.83,9819,7.8,en,Romance,https://example.com/romance_270.jpg
15-11-2025,Haunted Souls 24,A terrifying experience where dark forces haunt the living.,190.22,10462,7.7,ko,Horror,https://example.com/horror_271.jpg
09-06-2016,Rapid Fire 49,A fearless hero fights against powerful enemies to save lives.,21.64,2488,7.8,hi,Action,https://example.com/action_272.jpg
19-09-2016,Rapid Fire 5,A fearless hero fights against powerful enemies to save lives.,23.97,1366,7.5,hi,Action,https://example.com/action_273.jpg
07-10-2020,Broken Lives 15,"An emotional journey of relationships, struggles, and life lessons.",96.13,7113,7.4,en,Drama,https://example.com/drama_274.jpg
19-12-2016,The Curse 39,A terrifying experience where dark forces haunt the living.,31.22,2903,6.6,ko,Horror,https://example.com/horror_275.jpg
21-05-2022,Dark Justice 24,"A gripping tale of crime, investigation, and justice.",132.56,9279,8.5,en,Crime,https://example.com/crime_276.jpg
10-02-2026,Fading Memories 37,"An emotional journey of relationships, struggles, and life lessons.",200.81,19880,8.6,hi,Drama,https://example.com/drama_277.jpg
02-09-2025,Broken Lives 16,"An emotional journey of relationships, struggles, and life lessons.",191.44,13209,7.9,en,Drama,https://example.com/drama_278.jpg
20-07-2025,Hidden Truth 34,A suspenseful story packed with twists and intense moments.,185.77,12818,7.5,ko,Thriller,https://example.com/thriller_279.jpg
13-11-2025,Underworld 1,"A gripping tale of crime, investigation, and justice.",192.63,10402,7.7,en,Crime,https://example.com/crime_280.jpg
09-08-2020,Underworld 6,"A gripping tale of crime, investigation, and justice.",94.87,5692,7.2,es,Crime,https://example.com/crime_281.jpg
19-07-2016,Time Loop 41,A futuristic adventure exploring technology and unknown worlds.,19.14,976,7.3,en,Sci-Fi,https://example.com/sci-fi_282.jpg
01-08-2019,Love Forever 36,A heartfelt love story filled with emotions and connections.,74.25,8241,7,en,Romance,https://example.com/romance_283.jpg
12-08-2019,Dark Woods 12,A terrifying experience where dark forces haunt the living.,76.19,3809,7.7,ko,Horror,https://example.com/horror_284.jpg
02-06-2023,Ishq Story 9,A heartfelt love story filled with emotions and connections.,150.6,9789,7.6,es,Romance,https://example.com/romance_285.jpg
31-10-2021,Deadly Secret 27,A suspenseful story packed with twists and intense moments.,123.34,13937,8.4,en,Thriller,https://example.com/thriller_286.jpg
17-06-2024,Dark Justice 6,"A gripping tale of crime, investigation, and justice.",164.49,10856,8.4,en,Crime,https://example.com/crime_287.jpg
09-12-2022,Dark Woods 39,A terrifying experience where dark forces haunt the living.,140.48,7023,6.3,ko,Horror,https://example.com/horror_288.jpg
19-01-2025,Drama Queen 47,"A light-hearted story full of humor, chaos, and fun moments.",178.64,11254,7.3,en,Comedy,https://example.com/comedy_289.jpg
11-08-2022,Broken Lives 2,"An emotional journey of relationships, struggles, and life lessons.",131.87,9362,8.7,fr,Drama,https://example.com/drama_290.jpg
21-08-2024,Rapid Fire 24,A fearless hero fights against powerful enemies to save lives.,170.82,15373,7.2,en,Action,https://example.com/action_291.jpg
13-12-2020,Laugh Riot 16,"A light-hearted story full of humor, chaos, and fun moments.",99.35,9140,6.2,hi,Comedy,https://example.com/comedy_292.jpg
21-08-2021,Mind Trap 31,A suspenseful story packed with twists and intense moments.,116.45,12460,7.8,ko,Thriller,https://example.com/thriller_293.jpg
26-07-2017,Broken Lives 2,"An emotional journey of relationships, struggles, and life lessons.",43.04,4605,7.6,fr,Drama,https://example.com/drama_294.jpg
29-06-2016,Underworld 32,"A gripping tale of crime, investigation, and justice.",23.31,1981,7.7,es,Crime,https://example.com/crime_295.jpg
20-12-2017,Hidden Truth 38,A suspenseful story packed with twists and intense moments.,45.82,5223,7.1,ko,Thriller,https://example.com/thriller_296.jpg
04-05-2022,Rapid Fire 37,A fearless hero fights against powerful enemies to save lives.,132.27,15475,7.7,en,Action,https://example.com/action_297.jpg
10-02-2025,City Crime 35,"A gripping tale of crime, investigation, and justice.",182.57,21543,7.4,en,Crime,https://example.com/crime_298.jpg
12-06-2018,Rapid Fire 48,A fearless hero fights against powerful enemies to save lives.,53.74,3654,7.8,hi,Action,https://example.com/action_299.jpg
20-10-2019,Future Earth 16,A futuristic adventure exploring technology and unknown worlds.,79.44,4845,8.5,en,Sci-Fi,https://example.com/sci-fi_300.jpg
